Entité,Année,Poste budgétaire,Montant alloué ($),Contexte économique,Justification
Entité_3,2023,Culture,1450090.95,Stable,Allocation de 1450090.95$ à Culture en raison du contexte stable.
Entité_2,2020,Transport,3795161.43,Croissance,Allocation de 3795161.43$ à Transport en raison du contexte croissance.
Entité_9,2021,Environnement,1626603.95,Croissance,Allocation de 1626603.95$ à Environnement en raison du contexte croissance.
Entité_3,2023,Sécurité,1576243.15,Croissance,Allocation de 1576243.15$ à Sécurité en raison du contexte croissance.
Entité_2,2019,Développement économique,3834287.6,Stable,Allocation de 3834287.6$ à Développement économique en raison du contexte stable.
Entité_1,2023,Sécurité,2295899.98,Croissance,Allocation de 2295899.98$ à Sécurité en raison du contexte croissance.
Entité_2,2019,Santé,4746253.32,Stable,Allocation de 4746253.32$ à Santé en raison du contexte stable.
Entité_9,2022,Éducation,4253393.65,Croissance,Allocation de 4253393.65$ à Éducation en raison du contexte croissance.
Entité_8,2021,Environnement,1952898.74,Croissance,Allocation de 1952898.74$ à Environnement en raison du contexte croissance.
Entité_1,2019,Culture,828545.12,Croissance,Allocation de 828545.12$ à Culture en raison du contexte croissance.
Entité_10,2022,Logement,1970850.2,Récession,Allocation de 1970850.2$ à Logement en raison du contexte récession.
Entité_8,2023,Numérique,1366247.84,Récession,Allocation de 1366247.84$ à Numérique en raison du contexte récession.
Entité_4,2021,Éducation,4366034.11,Croissance,Allocation de 4366034.11$ à Éducation en raison du contexte croissance.
Entité_5,2022,Culture,1205767.66,Croissance,Allocation de 1205767.66$ à Culture en raison du contexte croissance.
Entité_4,2019,Éducation,4455835.05,Stable,Allocation de 4455835.05$ à Éducation en raison du contexte stable.
Entité_5,2023,Santé,4432244.94,Stable,Allocation de 4432244.94$ à Santé en raison du contexte stable.
Entité_3,2020,Loisirs,869150.82,Croissance,Allocation de 869150.82$ à Loisirs en raison du contexte croissance.
Entité_4,2021,Logement,1928936.73,Récession,Allocation de 1928936.73$ à Logement en raison du contexte récession.
Entité_6,2023,Administration,1899872.52,Récession,Allocation de 1899872.52$ à Administration en raison du contexte récession.
Entité_2,2023,Développement économique,3851959.46,Croissance,Allocation de 3851959.46$ à Développement économique en raison du contexte croissance.
Entité_7,2022,Recherche,1670214.88,Récession,Allocation de 1670214.88$ à Recherche en raison du contexte récession.
Entité_2,2020,Logement,3734026.09,Stable,Allocation de 3734026.09$ à Logement en raison du contexte stable.
Entité_5,2022,Culture,621563.15,Stable,Allocation de 621563.15$ à Culture en raison du contexte stable.
Entité_9,2019,Loisirs,712401.54,Croissance,Allocation de 712401.54$ à Loisirs en raison du contexte croissance.
Entité_7,2022,Recherche,1462399.26,Récession,Allocation de 1462399.26$ à Recherche en raison du contexte récession.
Entité_9,2020,Sécurité,1719860.48,Stable,Allocation de 1719860.48$ à Sécurité en raison du contexte stable.
Entité_5,2023,Recherche,1568520.64,Croissance,Allocation de 1568520.64$ à Recherche en raison du contexte croissance.
Entité_6,2022,Transport,2204147.59,Stable,Allocation de 2204147.59$ à Transport en raison du contexte stable.
Entité_6,2023,Sécurité,2301080.86,Récession,Allocation de 2301080.86$ à Sécurité en raison du contexte récession.
Entité_9,2019,Culture,890580.94,Stable,Allocation de 890580.94$ à Culture en raison du contexte stable.
Entité_2,2021,Transport,3098144.0,Croissance,Allocation de 3098144.0$ à Transport en raison du contexte croissance.
Entité_5,2022,Loisirs,730427.88,Stable,Allocation de 730427.88$ à Loisirs en raison du contexte stable.
Entité_7,2021,Transport,2585471.75,Stable,Allocation de 2585471.75$ à Transport en raison du contexte stable.
Entité_10,2022,Sécurité,2668911.69,Croissance,Allocation de 2668911.69$ à Sécurité en raison du contexte croissance.
Entité_6,2019,Santé,5922932.18,Croissance,Allocation de 5922932.18$ à Santé en raison du contexte croissance.
Entité_2,2021,Éducation,2505439.68,Stable,Allocation de 2505439.68$ à Éducation en raison du contexte stable.
Entité_10,2021,Loisirs,484138.01,Stable,Allocation de 484138.01$ à Loisirs en raison du contexte stable.
Entité_6,2023,Transport,3625565.3,Récession,Allocation de 3625565.3$ à Transport en raison du contexte récession.
Entité_4,2023,Logement,2240073.3,Récession,Allocation de 2240073.3$ à Logement en raison du contexte récession.
Entité_4,2022,Santé,3350917.67,Récession,Allocation de 3350917.67$ à Santé en raison du contexte récession.
Entité_4,2019,Santé,6045735.13,Récession,Allocation de 6045735.13$ à Santé en raison du contexte récession.
Entité_5,2020,Numérique,1240589.77,Récession,Allocation de 1240589.77$ à Numérique en raison du contexte récession.
Entité_7,2021,Santé,5251571.08,Croissance,Allocation de 5251571.08$ à Santé en raison du contexte croissance.
Entité_6,2021,Loisirs,929526.28,Récession,Allocation de 929526.28$ à Loisirs en raison du contexte récession.
Entité_6,2022,Transport,2214013.71,Récession,Allocation de 2214013.71$ à Transport en raison du contexte récession.
Entité_7,2019,Culture,673699.84,Stable,Allocation de 673699.84$ à Culture en raison du contexte stable.
Entité_10,2019,Loisirs,1052952.69,Stable,Allocation de 1052952.69$ à Loisirs en raison du contexte stable.
Entité_10,2020,Santé,3562833.24,Stable,Allocation de 3562833.24$ à Santé en raison du contexte stable.
Entité_3,2019,Éducation,3022209.76,Stable,Allocation de 3022209.76$ à Éducation en raison du contexte stable.
Entité_1,2022,Numérique,954615.51,Croissance,Allocation de 954615.51$ à Numérique en raison du contexte croissance.
Entité_9,2020,Transport,4247967.55,Croissance,Allocation de 4247967.55$ à Transport en raison du contexte croissance.
Entité_6,2022,Administration,2197353.32,Récession,Allocation de 2197353.32$ à Administration en raison du contexte récession.
Entité_10,2021,Loisirs,954465.28,Croissance,Allocation de 954465.28$ à Loisirs en raison du contexte croissance.
Entité_10,2023,Numérique,1247080.21,Stable,Allocation de 1247080.21$ à Numérique en raison du contexte stable.
Entité_8,2022,Culture,879622.56,Stable,Allocation de 879622.56$ à Culture en raison du contexte stable.
Entité_5,2020,Éducation,4505033.03,Récession,Allocation de 4505033.03$ à Éducation en raison du contexte récession.
Entité_1,2019,Numérique,826412.17,Récession,Allocation de 826412.17$ à Numérique en raison du contexte récession.
Entité_4,2022,Sécurité,1561886.62,Stable,Allocation de 1561886.62$ à Sécurité en raison du contexte stable.
Entité_1,2019,Sécurité,2293190.07,Stable,Allocation de 2293190.07$ à Sécurité en raison du contexte stable.
Entité_1,2022,Administration,1457097.91,Récession,Allocation de 1457097.91$ à Administration en raison du contexte récession.
Entité_1,2019,Numérique,1154620.45,Stable,Allocation de 1154620.45$ à Numérique en raison du contexte stable.
Entité_6,2021,Administration,1942595.06,Stable,Allocation de 1942595.06$ à Administration en raison du contexte stable.
Entité_8,2020,Recherche,1609681.68,Croissance,Allocation de 1609681.68$ à Recherche en raison du contexte croissance.
Entité_7,2022,Santé,3048881.53,Récession,Allocation de 3048881.53$ à Santé en raison du contexte récession.
Entité_8,2020,Logement,2185535.55,Récession,Allocation de 2185535.55$ à Logement en raison du contexte récession.
Entité_8,2023,Éducation,3340025.3,Récession,Allocation de 3340025.3$ à Éducation en raison du contexte récession.
Entité_9,2019,Numérique,1238745.57,Stable,Allocation de 1238745.57$ à Numérique en raison du contexte stable.
Entité_9,2021,Santé,5110490.54,Croissance,Allocation de 5110490.54$ à Santé en raison du contexte croissance.
Entité_6,2023,Développement économique,3764573.02,Croissance,Allocation de 3764573.02$ à Développement économique en raison du contexte croissance.
Entité_6,2019,Développement économique,3026809.61,Stable,Allocation de 3026809.61$ à Développement économique en raison du contexte stable.
Entité_3,2022,Éducation,4418222.36,Croissance,Allocation de 4418222.36$ à Éducation en raison du contexte croissance.
Entité_10,2021,Logement,1721996.63,Récession,Allocation de 1721996.63$ à Logement en raison du contexte récession.
Entité_3,2022,Santé,3178095.27,Récession,Allocation de 3178095.27$ à Santé en raison du contexte récession.
Entité_3,2019,Loisirs,426308.36,Croissance,Allocation de 426308.36$ à Loisirs en raison du contexte croissance.
Entité_4,2022,Numérique,1080168.66,Croissance,Allocation de 1080168.66$ à Numérique en raison du contexte croissance.
Entité_7,2019,Administration,1698680.71,Croissance,Allocation de 1698680.71$ à Administration en raison du contexte croissance.
Entité_1,2019,Loisirs,926290.5,Récession,Allocation de 926290.5$ à Loisirs en raison du contexte récession.
Entité_10,2022,Administration,1740534.97,Stable,Allocation de 1740534.97$ à Administration en raison du contexte stable.
Entité_7,2022,Santé,5273376.35,Stable,Allocation de 5273376.35$ à Santé en raison du contexte stable.
Entité_2,2020,Transport,3487977.95,Stable,Allocation de 3487977.95$ à Transport en raison du contexte stable.
Entité_6,2019,Environnement,1294104.28,Stable,Allocation de 1294104.28$ à Environnement en raison du contexte stable.
Entité_4,2019,Numérique,1271532.53,Récession,Allocation de 1271532.53$ à Numérique en raison du contexte récession.
Entité_7,2021,Logement,3000963.77,Récession,Allocation de 3000963.77$ à Logement en raison du contexte récession.
Entité_4,2021,Culture,752367.45,Stable,Allocation de 752367.45$ à Culture en raison du contexte stable.
Entité_1,2019,Culture,1004970.47,Croissance,Allocation de 1004970.47$ à Culture en raison du contexte croissance.
Entité_5,2022,Culture,863593.12,Stable,Allocation de 863593.12$ à Culture en raison du contexte stable.
Entité_10,2020,Recherche,1377183.64,Croissance,Allocation de 1377183.64$ à Recherche en raison du contexte croissance.
Entité_2,2019,Environnement,1039064.48,Récession,Allocation de 1039064.48$ à Environnement en raison du contexte récession.
Entité_2,2019,Transport,2285610.86,Croissance,Allocation de 2285610.86$ à Transport en raison du contexte croissance.
Entité_6,2020,Développement économique,3542020.3,Croissance,Allocation de 3542020.3$ à Développement économique en raison du contexte croissance.
Entité_7,2020,Santé,3389155.54,Croissance,Allocation de 3389155.54$ à Santé en raison du contexte croissance.
Entité_2,2019,Développement économique,3114491.08,Récession,Allocation de 3114491.08$ à Développement économique en raison du contexte récession.
Entité_9,2023,Sécurité,2325277.76,Croissance,Allocation de 2325277.76$ à Sécurité en raison du contexte croissance.
Entité_6,2021,Culture,1089802.19,Stable,Allocation de 1089802.19$ à Culture en raison du contexte stable.
Entité_3,2020,Éducation,3575593.9,Croissance,Allocation de 3575593.9$ à Éducation en raison du contexte croissance.
Entité_9,2021,Santé,6689690.41,Croissance,Allocation de 6689690.41$ à Santé en raison du contexte croissance.
Entité_9,2020,Santé,6893036.41,Récession,Allocation de 6893036.41$ à Santé en raison du contexte récession.
Entité_9,2023,Loisirs,804179.59,Stable,Allocation de 804179.59$ à Loisirs en raison du contexte stable.
Entité_5,2020,Transport,1518874.25,Stable,Allocation de 1518874.25$ à Transport en raison du contexte stable.
Entité_1,2022,Logement,2943224.1,Récession,Allocation de 2943224.1$ à Logement en raison du contexte récession.
Entité_2,2021,Sécurité,1082409.46,Récession,Allocation de 1082409.46$ à Sécurité en raison du contexte récession.
Entité_9,2021,Éducation,5180916.89,Stable,Allocation de 5180916.89$ à Éducation en raison du contexte stable.
Entité_6,2022,Santé,6083584.9,Récession,Allocation de 6083584.9$ à Santé en raison du contexte récession.
Entité_9,2020,Loisirs,1083874.0,Croissance,Allocation de 1083874.0$ à Loisirs en raison du contexte croissance.
Entité_4,2021,Loisirs,841642.49,Récession,Allocation de 841642.49$ à Loisirs en raison du contexte récession.
Entité_4,2019,Sécurité,1855445.69,Récession,Allocation de 1855445.69$ à Sécurité en raison du contexte récession.
Entité_4,2022,Culture,909979.77,Récession,Allocation de 909979.77$ à Culture en raison du contexte récession.
Entité_2,2019,Environnement,1336121.95,Récession,Allocation de 1336121.95$ à Environnement en raison du contexte récession.
Entité_9,2019,Loisirs,956970.98,Récession,Allocation de 956970.98$ à Loisirs en raison du contexte récession.
Entité_5,2019,Développement économique,3998590.04,Stable,Allocation de 3998590.04$ à Développement économique en raison du contexte stable.
Entité_4,2022,Recherche,1843281.23,Stable,Allocation de 1843281.23$ à Recherche en raison du contexte stable.
Entité_4,2019,Transport,2566691.22,Récession,Allocation de 2566691.22$ à Transport en raison du contexte récession.
Entité_9,2022,Culture,1525842.53,Stable,Allocation de 1525842.53$ à Culture en raison du contexte stable.
Entité_5,2023,Logement,2956187.31,Stable,Allocation de 2956187.31$ à Logement en raison du contexte stable.
